dataset	location	time_period	horizon_distance	q_10	q_25	q_50	q_75	q_90	split_period	data_type	disease_cases
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-09-01							2010-05-01	observed	111.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-09-01							2010-06-01	observed	111.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-09-01							2010-07-01	observed	111.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-09-01							2010-08-01	observed	111.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-09-01							2010-09-01	observed	111.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-03-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-04-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-05-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-06-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-07-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-08-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-10-01							2010-09-01	observed	56.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-03-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-04-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-05-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-06-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-07-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-08-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-11-01							2010-09-01	observed	15.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-03-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-04-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-05-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-06-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-07-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-08-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2004-12-01							2010-09-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-03-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-04-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-05-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-06-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-07-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-08-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-01-01							2010-09-01	observed	4.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-03-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-04-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-05-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-06-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-07-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-08-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-02-01							2010-09-01	observed	12.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-03-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-04-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-05-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-06-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-07-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-08-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-03-01							2010-09-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-03-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-04-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-05-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-06-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-07-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-08-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-04-01							2010-09-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-03-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-04-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-05-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-06-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-07-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-08-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-05-01							2010-09-01	observed	63.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-03-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-04-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-05-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-06-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-07-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-08-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-06-01							2010-09-01	observed	89.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-03-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-04-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-05-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-06-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-07-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-08-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-07-01							2010-09-01	observed	106.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-03-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-04-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-05-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-06-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-07-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-08-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-08-01							2010-09-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-03-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-04-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-05-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-06-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-07-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-08-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-09-01							2010-09-01	observed	32.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-03-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-04-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-05-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-06-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-07-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-08-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-10-01							2010-09-01	observed	30.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-03-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-04-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-05-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-06-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-07-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-08-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-11-01							2010-09-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-03-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-04-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-05-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-06-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-07-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-08-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2005-12-01							2010-09-01	observed	34.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-03-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-04-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-05-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-06-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-07-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-08-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-01-01							2010-09-01	observed	3.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-03-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-04-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-05-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-06-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-07-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-08-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-02-01							2010-09-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-03-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-04-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-05-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-06-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-07-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-08-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-03-01							2010-09-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-03-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-04-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-05-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-06-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-07-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-08-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-04-01							2010-09-01	observed	5.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-03-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-04-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-05-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-06-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-07-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-08-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-05-01							2010-09-01	observed	9.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-03-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-04-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-05-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-06-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-07-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-08-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-06-01							2010-09-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-03-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-04-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-05-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-06-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-07-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-08-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-07-01							2010-09-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-03-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-04-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-05-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-06-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-07-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-08-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-08-01							2010-09-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-03-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-04-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-05-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-06-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-07-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-08-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-09-01							2010-09-01	observed	93.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-03-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-04-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-05-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-06-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-07-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-08-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-10-01							2010-09-01	observed	21.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-03-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-04-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-05-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-06-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-07-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-08-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-11-01							2010-09-01	observed	26.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-03-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-04-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-05-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-06-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-07-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-08-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2006-12-01							2010-09-01	observed	19.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-03-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-04-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-05-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-06-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-07-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-08-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-01-01							2010-09-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-03-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-04-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-05-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-06-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-07-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-08-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-02-01							2010-09-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-03-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-04-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-05-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-06-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-07-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-08-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-03-01							2010-09-01	observed	10.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-03-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-04-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-05-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-06-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-07-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-08-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-04-01							2010-09-01	observed	14.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-03-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-04-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-05-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-06-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-07-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-08-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-05-01							2010-09-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-03-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-04-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-05-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-06-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-07-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-08-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-06-01							2010-09-01	observed	18.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-03-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-04-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-05-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-06-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-07-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-08-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-07-01							2010-09-01	observed	40.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-03-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-04-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-05-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-06-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-07-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-08-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-08-01							2010-09-01	observed	23.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-03-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-04-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-05-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-06-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-07-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-08-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-09-01							2010-09-01	observed	75.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-03-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-04-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-05-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-06-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-07-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-08-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-10-01							2010-09-01	observed	31.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-11-01							2010-03-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-11-01							2010-04-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-11-01							2010-05-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-BL	2007-11-01							2010-06-01	observed	11.0
